Artikelnummer,Bezeichnung,Online_Status,EAN,Kred_Artikelnummer,Warengruppe,Spalte7,Spalte8,Spalte9,Hauptkategorie,PG_Beschreibung,Marke,Modellnummer,Farbe,Saison,Herstellergröße,Zielgruppe,Rahmentyp,Radgröße,Akkukapazität,Absatz_Variabel,Absatz_30T,Absatz_7T,Bestand_verfügbar,Reichweite_JAHRE,Reichweite_MONATE,In_Auftrag,Offen,Nächster_Bestellzugang,Nächste_EK_Menge,Nächster_EK_Preis,Letzter_Einkaufspreis_Datum,Letzter_Einkaufspreis_Wert,Avg_EK,Umsatz_Var,DB_Var,Netto_Umsatz_7_Tage,Netto_Umsatz_30_Tage,DB_Pct_Var,Lagerwert,Retourquote,Erster_Zugang,Preis_Online,UVP,Rabattsatz,Kalkulation,BEMERKUNG,MINPRICE,MAXPRICE,Zyklus,Nachorder?
X6964333,Nordic 2 Windproof Deep Winter Lobster Langfinger Handschuhe,JA,5708486019633,108108017,B082,PW,K00001780,GripGrab ApS,Bekleidung,Handschuhe lang,GRIPGRAB,M000071343,Yellow Hi-Vis,26FS,XL / 11,UN,,,0,,,,5,,,,,,,,2026-02-10,41.4,40.88125,,,0,0,,207,,2023-01-31,64.99,90,0.277889,1.6,PW-Penner-09,64.99,64.99,Active,0
X6964335,Polaris 2 Waterproof Winter Langfinger Handschuhe,JA,5708486019657,108201013,B082,PW,K00001780,GripGrab ApS,Bekleidung,Handschuhe lang,GRIPGRAB,M000073142,Black,26FS,XS / 7,UN,,,0,,,,3,,,,,,,,2025-08-27,50.6,49.937143,,,0,0,,151.8,,2023-10-16,74.99,110,0.318273,1.5,PW-Penner-09,74.99,74.99,Active,0
X6964336,Polaris 2 Waterproof Winter Langfinger Handschuhe,JA,5708486019664,108201014,B082,PW,K00001780,GripGrab ApS,Bekleidung,Handschuhe lang,GRIPGRAB,M000073142,Black,26FS,S / 8,UN,,,0,,,,1,,,,,,,,2025-08-27,50.6,49.937143,,,0,0,,50.6,,2023-10-16,74.99,110,0.318273,1.5,PW-Penner-09,74.99,74.99,Active,0
X6964337,Polaris 2 Waterproof Winter Langfinger Handschuhe,JA,5708486019671,108201015,B082,PW,K00001780,GripGrab ApS,Bekleidung,Handschuhe lang,GRIPGRAB,M000073142,Black,26FS,M / 9,UN,,,0,,,,2,,,,,,,,2025-11-25,50.6,49.8275,,,0,0,,101.2,,2023-10-16,74.99,110,0.318273,1.5,PW-Penner-09,74.99,74.99,Active,0
X6964338,Polaris 2 Waterproof Winter Langfinger Handschuhe,JA,5708486019688,108201016,B082,PW,K00001780,GripGrab ApS,Bekleidung,Handschuhe lang,GRIPGRAB,M000073142,Black,26FS,L / 10,UN,,,0,,,,4,,,,,,,,2025-08-27,50.6,49.937857,,,0,0,,202.4,,2023-10-16,74.99,110,0.318273,1.5,PW-Penner-09,74.99,74.99,Active,0
X6964339,Polaris 2 Waterproof Winter Langfinger Handschuhe,JA,5708486019695,108201017,B082,PW,K00001780,GripGrab ApS,Bekleidung,Handschuhe lang,GRIPGRAB,M000073142,Black,26FS,XL / 11,UN,,,0,,,,3,,,,,,,,2026-01-14,50.6,50.290667,,,0,0,,151.8,,2023-10-16,74.99,110,0.318273,1.5,PW-Penner-09,74.99,74.99,Active,0
X6964340,Polaris 2 Waterproof Winter Langfinger Handschuhe,JA,5708486019701,108201018,B082,PW,K00001780,GripGrab ApS,Bekleidung,Handschuhe lang,GRIPGRAB,M000073142,Black,26FS,XXL / 12,UN,,,0,,,,2,,,,,,,,2025-08-27,50.6,49.937143,,,0,0,,101.2,,2023-10-16,74.99,110,0.318273,1.5,PW-Penner-09,74.99,74.99,Active,0
X6964341,Polaris 2 Waterproof Winter Langfinger Handschuhe,JA,5708486019718,108208013,B082,PW,K00001780,GripGrab ApS,Bekleidung,Handschuhe lang,GRIPGRAB,M000073142,Yellow Hi-Vis,26FS,XS / 7,UN,,,0,,,,5,,,,,,,,2025-12-23,50.6,50.02,,,0,0,,253,,2023-10-16,74.99,110,0.318273,1.5,PW-Penner-09,74.99,74.99,Active,0
X6964342,Polaris 2 Waterproof Winter Langfinger Handschuhe,JA,5708486019725,108208014,B082,PW,K00001780,GripGrab ApS,Bekleidung,Handschuhe lang,GRIPGRAB,M000073142,Yellow Hi-Vis,26FS,S / 8,UN,,,0,,,,5,,,,,,,,2025-08-27,50.6,49.937857,,,0,0,,253,,2023-10-16,74.99,110,0.318273,1.5,PW-Penner-09,74.99,74.99,Active,0
X6964343,Polaris 2 Waterproof Winter Langfinger Handschuhe,JA,5708486019732,108208015,B082,PW,K00001780,GripGrab ApS,Bekleidung,Handschuhe lang,GRIPGRAB,M000073142,Yellow Hi-Vis,26FS,M / 9,UN,,,0,,,,3,,,,,,,,2025-11-10,50.6,49.982,,,0,0,,151.8,,2023-10-16,74.99,110,0.318273,1.5,PW-Penner-09,74.99,74.99,Active,0
X6964344,Polaris 2 Waterproof Winter Langfinger Handschuhe,JA,5708486019749,108208016,B082,PW,K00001780,GripGrab ApS,Bekleidung,Handschuhe lang,GRIPGRAB,M000073142,Yellow Hi-Vis,26FS,L / 10,UN,,,0,,,,4,,,,,,,,2026-01-14,50.6,49.275714,,,0,0,,202.4,,2023-10-16,74.99,110,0.318273,1.5,PW-Penner-09,74.99,74.99,Active,0
X6964346,Polaris 2 Waterproof Winter Langfinger Handschuhe,JA,5708486019763,108208018,B082,PW,K00001780,GripGrab ApS,Bekleidung,Handschuhe lang,GRIPGRAB,M000073142,Yellow Hi-Vis,26FS,XXL / 12,UN,,,0,,,,4,,,,,,,,2025-11-25,50.6,50.084444,,,0,0,,202.4,,2023-10-16,74.99,110,0.318273,1.5,PW-Penner-09,74.99,74.99,Active,0
X6964403,RaceThermo X Waterproof Winter MTB/CX Überschuhe,JA,5708486003045,201901104,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071348,Black,25FS,38-39 cm (S),UN,,,0,,,,4,,,,,,,,2025-08-27,20.7,23.052857,,,0,0,,90.12,,2023-01-31,29.99,45,0.333556,1.4,PW-Auslauf-05,29.99,29.99,Active,0
X6964409,Arctic Waterproof Deep Winter Road Überschuhe,JA,5708486003106,202001104,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071327,Black,24FS,38-39 (S),UN,,,0,,,,1,,,,,,,,2023-10-27,33.06,33.063333,,,0,0,,33.06,,2023-01-31,34.99,81,0.568025,1.1,PW-BF Auslauf-KW46,34.99,34.99,Discontinued,0
X6964414,Arctic Waterproof Deep Winter Road Überschuhe,Nein/Nur in der Filiale Verfügbar,5708486003151,202001109,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071327,Black,24FS,48-49 (XXXL),UN,,,0,,,,0,,,,3,2026-04-10,3,30,2025-12-03,27.6,20.959,,,0,0,,57.62,,2023-01-31,46.99,81,0.419877,1.7,PW-Penner-KW35,46.99,46.99,Discontinued,0
X6964415,RaceThermo Waterproof Winter Road Überschuhe,JA,5708486003168,202101104,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071347,Black,24FS,38-39 (S),UN,,,0,,,,2,,,,,,,,2025-01-16,20.7,23.445,,,0,0,,45.79,,2023-01-31,29.99,64,0.531406,1.4,PW-Auslauf-05,29.99,29.99,Discontinued,0
X6964419,RaceThermo Waterproof Winter Road Shoe Covers,JA,5708486003205,202101108,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000094427,Black,24HW,46-47 (XXL),UN,,,0,,,,1,,,,,,,,2024-09-11,20.7,22.197273,,,0,0,,20.7,,2023-01-31,29.99,45,0.333556,1.4,PW-Auslauf-05,29.99,29.99,Discontinued,0
X6964420,RaceThermo Waterproof Winter Road Überschuhe,JA,5708486003212,202101109,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071347,Black,24FS,48-49 (XXXL),UN,,,0,,,,3,,,,,,,,2026-01-21,20.7,22.347,,,0,0,,62.1,,2023-01-31,29.99,64,0.531406,1.4,PW-Auslauf-05,29.99,29.99,Discontinued,0
X6964422,Ride Winter Road Überschuhe,JA,5708486003236,202201104,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071356,Black,26FS,38-39 cm (S),UN,,,0,,,,4,,,,,,,,2026-01-07,20.7,20.39,,,0,0,,82.8,,2023-01-31,26.99,45,0.400222,1.3,PW-Auslauf-05,26.99,26.99,Active,0
X6964423,Ride Winter Road Überschuhe,JA,5708486003243,202201105,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071356,Black,26FS,40-41 cm (M),UN,,,0,,,,1,,,,,,,,2025-08-27,20.7,19.984615,,,0,0,,20.54,,2023-01-31,26.99,45,0.400222,1.3,PW-Auslauf-05,26.99,26.99,Active,0
X6964436,Ride Waterproof Road Überschuhe,JA,5708486003373,202501103,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071352,Black,26FS,36-37 cm (XS),UN,,,0,,,,5,,,,,,,,2025-09-10,18.4,18.82,,,0,0,,93.89,,2023-01-31,29.99,40,0.25025,1.6,PW-Penner-05,29.99,29.99,Active,0
X6964437,Ride Waterproof Road Überschuhe,JA,5708486003380,202501104,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071352,Black,26FS,38-39 cm (S),UN,,,0,,,,3,,,,,,,,2025-09-10,18.4,18.565,,,0,0,,55.2,,2023-01-31,29.99,40,0.25025,1.6,PW-Penner-05,29.99,29.99,Active,0
X6964439,Ride Waterproof Road Überschuhe,Nein/Nur in der Filiale Verfügbar,5708486003403,202501106,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071352,Black,26FS,42-43 cm (L),UN,,,0,,,,0,,,2,,,,,2025-12-03,18.4,18.560909,,,0,0,,36.83,,2023-01-31,29.99,40,0.25025,1.6,PW-Penner-05,29.99,29.99,Active,0
X6964440,Ride Waterproof Road Überschuhe,JA,5708486003410,202501107,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071352,Black,26FS,44-45 cm (XL),UN,,,0,,,,6,,,,,,,,2026-03-25,18.4,18.76,,,0,0,,110.4,,2023-01-31,29.99,40,0.25025,1.6,PW-Penner-05,29.99,29.99,Active,0
X6964441,Ride Waterproof Road Überschuhe,JA,5708486003427,202501108,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071352,Black,26FS,46-47 cm (XXL),UN,,,0,,,,1,,,,3,2026-04-10,3,20,2025-12-03,18.4,15.1075,,,0,0,,18.4,,2023-01-31,29.99,40,0.25025,1.6,PW-Penner-05,29.99,29.99,Active,0
X6964442,Ride Waterproof Road Überschuhe,JA,5708486003434,202501109,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071352,Black,26FS,48-49 cm (XXXL),UN,,,0,,,,3,,,,,,,,2026-02-18,18.4,18.629091,,,0,0,,55.2,,2023-01-31,29.99,40,0.25025,1.6,PW-Penner-05,29.99,29.99,Active,0
X6964470,Flandrien Waterproof Road Überschuhe,JA,5708486015819,203301124,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000101604,Black,26FS,36-38 cm (S),UN,,,0,,,,3,,,,,,,,2023-10-01,32.1,32.1,,,0,0,,96.3,,2023-01-31,34.99,80,0.562625,1.1,PW-BF Auslauf-KW46,34.99,34.99,Active,0
X6964474,Flandrien Waterproof Road Überschuhe,JA,5708486017301,203308124,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000084319,Yellow Hi-Vis,24FS,36-38 (S),UN,,,0,,,,2,,,,,,,,2023-07-27,34.89,33.495,,,0,0,,66.99,,2023-01-31,34.99,81,0.568025,1,PW-BF Auslauf-KW46,34.99,34.99,Discontinued,0
X6964475,Flandrien Waterproof Road Überschuhe,JA,5708486017318,203308125,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000084319,Yellow Hi-Vis,24FS,39-41 (M),UN,,,0,,,,1,,,,,,,,2023-10-01,32.1,32.1,,,0,0,,32.1,,2023-01-31,34.99,81,0.568025,1.1,PW-BF Auslauf-KW46,34.99,34.99,Discontinued,0
X6964478,Flandrien Waterproof Road Überschuhe,JA,5708486017349,203316124,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071337,pink,23FS,36-38 (S),UN,,,0,,,,5,,,,,,,,2024-06-11,19.0325,23.853333,,,0,0,,119.27,,2023-07-31,29.99,73.95,0.594456,1.6,PW-Penner-12,29.99,29.99,Discontinued,0
X6964482,Flandrien Waterproof Road Überschuhe,JA,5708486017387,203359124,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071337,Navy Blue,23FS,36-38 (S),UN,,,0,,,,2,,,,,,,,2023-10-01,32.1,33.03,,,0,0,,66.06,,2023-01-31,34.99,73.95,0.526842,1.1,PW-BF Auslauf-KW46,34.99,34.99,Discontinued,0
X6964483,Flandrien Waterproof Road Überschuhe,JA,5708486017394,203359125,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071337,Navy Blue,23FS,39-41 (M),UN,,,0,,,,3,,,,,,,,2023-10-01,32.1,32.1,,,0,0,,96.3,,2023-01-31,34.99,73.95,0.526842,1.1,PW-BF Auslauf-KW46,34.99,34.99,Discontinued,0
X6964498,DryFoot 2 Waterproof Everyday Überschuhe,JA,5708486017424,203501103,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071335,Black,26FS,36-37 cm (XS),UN,,,0,,,,2,,,,,,,,2025-02-27,20.7,19.133333,,,0,0,,38.27,,2023-01-31,31.99,45,0.289111,1.5,PW-Auslauf-KW43,31.99,31.99,Active,0
X6964500,DryFoot 2 Waterproof Everyday Überschuhe,JA,5708486017448,203501105,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071335,Black,26FS,40-41 cm (M),UN,,,0,,,,3,,,,,,,,2025-09-10,20.7,19.616923,,,0,0,,62.1,,2023-01-31,31.99,45,0.289111,1.5,PW-Penner-KW43,31.99,31.99,Active,0
X6964501,DryFoot 2 Waterproof Everyday Überschuhe,JA,5708486017455,203501106,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071335,Black,26FS,42-43 cm (L),UN,,,0,,,,8,,,,,,,,2025-09-10,20.7,20.823429,,,0,0,,165.64,,2023-01-31,31.99,45,0.289111,1.5,PW-Penner-KW43,31.99,31.99,Active,0
X6964502,DryFoot 2 Waterproof Everyday Überschuhe,JA,5708486017462,203501107,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071335,Black,26FS,44-45 cm (XL),UN,,,0,,,,9,,,,,,,,2025-09-10,20.7,20.956087,,,0,0,,186.3,,2023-01-31,31.99,45,0.289111,1.5,PW-Penner-KW43,31.99,31.99,Active,0
X6964503,DryFoot 2 Waterproof Everyday Überschuhe,JA,5708486017479,203501108,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071335,Black,26FS,46-47 cm (XXL),UN,,,0,,,,5,,,,,,,,2025-09-10,20.7,21.324074,,,0,0,,103.72,,2023-01-31,31.99,45,0.289111,1.5,PW-Penner-KW43,31.99,31.99,Active,0
X6964504,DryFoot 2 Waterproof Everyday Überschuhe,JA,5708486017486,203501109,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071335,Black,26FS,48-49 cm (XXXL),UN,,,0,,,,3,,,,,,,,2025-09-10,20.7,20.596667,,,0,0,,62.44,,2023-01-31,31.99,45,0.289111,1.5,PW-Auslauf-04,31.99,31.99,Active,0
X6964510,DryFoot 2 Waterproof Everyday Überschuhe,JA,5708486017547,203508108,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071335,Yellow Hi-Vis,26FS,46-47 cm (XXL),UN,,,0,,,,6,,,1,,,,,2025-02-27,20.7,20.7,,,0,0,,144.9,,2025-03-04,31.99,45,0.289111,1.5,PW-Penner-KW43,31.99,31.99,Active,0
X6964511,DryFoot 2 Waterproof Everyday Überschuhe,JA,5708486017554,203508109,B125,PW,K00001780,GripGrab ApS,Bekleidung,Überschuhe,GRIPGRAB,M000071335,Yellow Hi-Vis,26FS,48-49 cm (XXXL),UN,,,0,,,,3,,,,,,,,2025-09-10,20.7,22.014286,,,0,0,,82.8,,2024-03-28,31.99,45,0.289111,1.5,PW-Penner-KW43,31.99,31.99,Active,0
X6964518,Midseason Midseason Socken,JA,5708486013624,300159154,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089295,Navy Blue,23FS,38-41 (S),UN,,,0,,,,2,,,,,,,,2024-06-11,3.522,3.522,,,0,0,,7.05,,2024-06-21,4.99,13.95,0.642294,1.4,PW-Winter_KW49,4.99,4.99,Active,0
X6964557,Classic Regular Cut Socks,JA,5708486007579,300306153,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089293,blue,23FS,35-38 (XS),UN,,,0,,,,3,,,,,,,,2025-12-03,5.52,3.758571,,,0,0,,12.86,,2024-06-21,4.99,11.95,0.582427,0.9,PW-Penner-KW35,4.99,4.99,Active,0
X6964581,Merino Regular Cut Socken,Nein/Nur in der Filiale Verfügbar,5708486111900,300701154,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000110791,Black,26FS,38-41 cm (S),UN,,,0,,,,,,,,4,2026-04-15,2,9.2,,,0,,,0,0,,,,,18.99,20,0.0505,,PW-neu-11,18.99,18.99,Active,0
X6964582,Merino Regular Cut Socken,Nein/Nur in der Filiale Verfügbar,5708486111917,300701155,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000110791,Black,26FS,41-44 cm (M),UN,,,0,,,,,,,,8,2026-04-15,4,9.2,,,0,,,0,0,,,,,18.99,20,0.0505,,PW-neu-11,18.99,18.99,Active,0
X6964583,Merino Regular Cut Socken,Nein/Nur in der Filiale Verfügbar,5708486111924,300701156,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000110791,Black,26FS,44-47 cm (L),UN,,,0,,,,,,,,8,2026-04-15,4,9.2,,,0,,,0,0,,,,,18.99,20,0.0505,,PW-neu-11,18.99,18.99,Active,0
X6964603,Classic Regular Cut Sommer Socken 3er-Pack,JA,5708486113287,301002156,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000071331,white,25FS,44-47 cm (L),UN,,,0,,,,6,,,,,,,,2025-10-30,12.88,12.692581,,,0,0,,77.27,,2023-01-31,19.99,28,0.286071,1.6,PW-Penner-KW35,19.99,19.99,Active,0
X6964642,Merino Lightweight SL Sommer Socken,JA,5708486005650,301503153,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000073139,grey,23FS,35-38 (XS),UN,,,0,,,,1,,,1,,,,,2025-05-01,10.58,6.881429,,,0,0,,17.71,,2024-06-21,8.99,20.95,0.570883,0.8,PW-Auslauf-KW36,8.99,8.99,Active,0
X6964646,Merino Lightweight SL Sommer Socken,JA,5708486005698,301559153,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000073139,Navy Blue,23FS,35-38 (XS),UN,,,0,,,,2,,,,,,,,2025-05-01,10.58,6.881429,,,0,0,,17.71,,2024-06-21,8.99,20.95,0.570883,0.8,PW-Auslauf-KW36,8.99,8.99,Active,0
X6964650,Merino-Lined Waterproof Winter Socken,JA,5708486005735,301601161,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000071367,Black,26FS,36-38 cm (S),UN,,,0,,,,2,,,,,,,,2025-09-10,25.3,24.517778,,,0,0,,50.6,,2023-01-31,39.99,55,0.272909,1.6,PW-Penner-KW35,39.99,39.99,Active,0
X6964666,Lightweight SL Short Sommer Socken,JA,5708486008569,301706153,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089294,blue,23FS,35-38 (XS),UN,,,0,,,,4,,,,,,,,2024-06-11,4.472,4.472,,,0,0,,17.89,,2024-06-21,7.99,16.95,0.528614,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964668,Lightweight SL Short Sommer Socken,JA,5708486008583,301706155,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089294,blue,23FS,41-44 (M),UN,,,0,,,,1,,,,,,,,2024-06-11,4.471,4.471,,,0,0,,4.47,,2024-06-21,7.99,16.95,0.528614,1.8,PW-Auslauf-12,7.99,7.99,Active,0
X6964669,Lightweight SL Short Sommer Socken,JA,5708486008590,301706156,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089294,blue,23FS,44-47 (L),UN,,,0,,,,1,,,,,,,,2024-06-11,4.471,4.471,,,0,0,,4.47,,2024-06-21,7.99,16.95,0.528614,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964678,Lightweight SL Short Sommer Socken,JA,5708486017646,301712153,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089294,green,23FS,35-38 (XS),UN,,,0,,,,6,,,,,,,,2024-06-11,4.473333,4.473333,,,0,0,,26.84,,2024-06-21,7.99,16.95,0.528614,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964679,Lightweight SL Short Sommer Socken,JA,5708486017653,301712154,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089294,green,23FS,38-41 (S),UN,,,0,,,,3,,,,,,,,2024-06-11,4.472,4.472,,,0,0,,13.42,,2024-06-21,7.99,16.95,0.528614,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964681,Lightweight SL Short Sommer Socken,Nein/Nur in der Filiale Verfügbar,5708486017677,301712156,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089294,green,23FS,44-47 (L),UN,,,0,,,,0,,,6,,,,,2024-06-11,4.471,4.471,,,0,0,,26.83,,2024-06-21,7.99,16.95,0.528614,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964701,Thermo SL Winter Socken,JA,5708486012160,301959154,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000084325,Navy Blue,26FS,38-41 cm (S),UN,,,0,,,,2,,,,,,,,2025-09-10,9.2,8.991429,,,0,0,,18.07,,2023-10-16,12.99,20,0.3505,1.4,PW-Auslauf-02,9.99,9.99,Active,0
X6964704,Original Stripes Crew Sommer Socken,JA,5708486016144,302001153,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089299,Black,24FS,35-38 (XS),UN,,,0,,,,5,,,,,,,,2024-06-11,4.462,4.462,,,0,0,,22.31,,2024-06-21,7.99,19,0.579474,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964705,Original Stripes Crew Sommer Socken,JA,5708486016151,302001154,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089299,Black,24FS,38-41 (S),UN,,,0,,,,2,,,,,,,,2024-06-11,4.462,4.462,,,0,0,,8.93,,2024-06-21,7.99,19,0.579474,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964706,Original Stripes Crew Sommer Socken,JA,5708486016168,302001155,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089299,Black,24FS,41-44 (M),UN,,,0,,,,1,,,,,,,,2025-06-03,5.7,4.925625,,,0,0,,5.2,,2024-06-21,7.99,19,0.579474,1.4,PW-Auslauf-12,7.99,7.99,Active,0
X6964708,Original Stripes Crew Sommer Socken,JA,5708486016182,302002153,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089299,white,24FS,35-38 (XS),UN,,,0,,,,2,,,,,,,,2024-06-11,4.462,4.462,,,0,0,,8.93,,2024-06-21,7.99,19,0.579474,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964711,Original Stripes Crew Sommer Socken,JA,5708486016212,302002156,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089299,white,24FS,44-47 (L),UN,,,0,,,,2,,,,,,,,2024-06-11,4.461,4.461,,,0,0,,8.93,,2024-06-21,7.99,19,0.579474,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964712,Original Stripes Crew Sommer Socken,JA,5708486016229,302012153,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089299,green,24FS,35-38 (XS),UN,,,0,,,,3,,,,,,,,2024-06-11,4.462,4.462,,,0,0,,13.39,,2024-06-21,7.99,19,0.579474,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964713,Original Stripes Crew Sommer Socken,JA,5708486016236,302012154,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089299,green,24FS,38-41 (S),UN,,,0,,,,4,,,,,,,,2024-06-11,4.462,4.462,,,0,0,,17.85,,2024-06-21,7.99,19,0.579474,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964714,Original Stripes Crew Sommer Socken,JA,5708486016243,302012155,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089299,green,24FS,41-44 (M),UN,,,0,,,,8,,,,,,,,2024-06-11,4.461,4.461,,,0,0,,35.69,,2024-06-21,7.99,19,0.579474,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964715,Original Stripes Crew Sommer Socken,JA,5708486016250,302012156,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089299,green,24FS,44-47 (L),UN,,,0,,,,6,,,,,,,,2024-06-11,4.461,4.461,,,0,0,,26.77,,2024-06-21,7.99,19,0.579474,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964716,Original Stripes Crew Sommer Socken,JA,5708486016267,302024153,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089299,dark red,24FS,35-38 (XS),UN,,,0,,,,3,,,,,,,,2024-06-11,4.462,4.462,,,0,0,,13.39,,2024-06-21,7.99,19,0.579474,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964717,Original Stripes Crew Sommer Socken,JA,5708486016274,302024154,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089299,dark red,24FS,38-41 (S),UN,,,0,,,,2,,,,,,,,2024-06-11,4.462,4.462,,,0,0,,8.93,,2024-06-21,7.99,19,0.579474,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964718,Original Stripes Crew Sommer Socken,JA,5708486016281,302024155,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089299,dark red,24FS,41-44 (M),UN,,,0,,,,5,,,,,,,,2024-06-11,4.461,4.461,,,0,0,,22.31,,2024-06-21,7.99,19,0.579474,1.8,PW-Penner-12,7.99,7.99,Active,0
X6964719,Original Stripes Crew Sommer Socken,JA,5708486016298,302024156,B154,PW,K00001780,GripGrab ApS,Bekleidung,Socken,GRIPGRAB,M000089299,dark red,24FS,44-47 (L),UN,,,0,,,,8,,,,,,,,2024-06-11,4.461,4.461,,,0,0,,35.69,,2024-06-21,7.99,19,0.579474,1.8,PW-Penner-12,7.99,7.99,Active,0
